t_hours,pEGFR_model_norm,pEGFR_experimental_norm,panRAS_model_norm,panRAS_experimental_norm,pCRAF_model_norm,pCRAF_experimental_norm,pMEK_model_norm,pMEK_experimental_norm,pERK_model_norm,pERK_experimental_norm,DUSP_model_norm,DUSP_experimental_norm,pAKT_model_norm,pAKT_experimental_norm,p4EBP1_model_norm,p4EBP1_experimental_norm,pHer2_model_norm,pHer2_experimental_norm,pHer3_model_norm,pHer3_experimental_norm,pDGFR_model_norm,pDGFR_experimental_norm,pS6K_model_norm,pS6K_experimental_norm
0.0,0.9998071760311443,0.3429420605078428,0.0,0.0,0.4844620178695464,0.0,0.9999999999998977,0.9999999999999999,0.9999999999999963,1.0,0.9999999999999998,0.9999999999999999,0.3051453567669056,0.3735671698430303,0.5632930174959718,0.5016529964101953,0.0,0.09354235740893849,0.05641464431133664,0.06248726952908408,0.0,0.0,0.9999999999999983,0.9980507168143182
1.0,0.999999999999999,0.9897596646901776,0.01860043694241992,0.08308655706669718,0.510465423095137,0.9999999999999994,0.005400817824384587,0.008580377772454779,0.6839509850208522,0.021208982582463475,0.6587070151212694,0.9959261157717108,0.6233080342222649,0.5003262350164634,0.8229444523063738,0.8080761555098211,0.017525626359132684,0.05528595364282866,0.10398735794932866,0.042822703483489426,0.011928416381260043,0.001066089260621216,0.937547465764098,0.9999999999999999
4.0,0.976804121201849,0.9999999999999997,0.07443293189243212,0.10449514975155677,0.586658010938963,0.8173155154815751,0.0016969644479926335,0.0,0.2387081124324253,0.0015735188394468374,0.31077517361498763,0.4013466370825177,0.9999999999999736,0.9999999999999997,0.9999999999999998,0.8359237119690827,0.10172121102435078,0.111689056058573,0.2825382870627162,0.2470259967019707,0.0962130775739474,0.1122439819640832,0.7645484509335186,0.924802134132952
8.0,0.9073490604409493,0.8454621661470004,0.1489865535643939,0.18202770828368653,0.6867504935554873,0.42194520343398056,0.0,0.010934359064212742,0.022104703691139833,0.0,0.1698228802172102,0.10705044705746963,0.9256330255768006,0.9072201545231429,0.9409271223863552,0.9999999999999998,0.25086779818792143,0.0,0.5245022995075891,0.6524764371416228,0.27475379316230686,0.346251785857775,0.5659363883919037,0.5091160646618916
24.0,0.49758728226511045,0.020151138749108222,0.4544676970947571,0.5455836429395576,1.0,0.8552653628547153,0.045125693753062635,0.04277083275584815,0.0,0.010846208291940378,0.03908432764714125,0.0,0.207489440794411,0.20742615620080038,0.5742054037197757,0.5537061149730567,0.8480029690496953,0.9600984474270633,0.999999999999972,0.9999999999999996,0.9999999999999981,0.9503654739657574,0.0837872667377457,0.0692144722913521
48.0,0.0,0.0,0.9999999999999845,0.9999999999999997,0.0,0.04112344154385726,0.48341269778724677,0.48449379687013133,0.5235949187050437,0.2784837178935688,0.0,0.02253709364542428,0.0,0.0,0.0,0.0,0.9999999999999923,0.9999999999999998,0.0,0.0,0.9473955871867615,0.9999999999999999,0.0,0.0
